Text,Sentiment
Great group game Great game to have on your phone or tablet for them boring moments when you and a few others have time to kill at the office,1
Needs more I love it very much but it needs more stuff,1
 Excellent App  The multi way tickets are fun to try a good system before hitting the casino,1
,1
Loved it,1
One of my fav apps Some apparently just can be always  helpful and useful,1
 You just want to play the songs when you have a free moment,1
 The idea of learning the stories is also excellent,1
Great I love this game but to me it would be better if if told you how far you hit a homerun and if u can change the batting order,1
UNLIMITED FUN You Dev never failed to amaze me,1
 Makes me comeback to JJ even more No complaint whatsoever til now,1
 Looking foward to the new event,1
Great way to past time Wish I could win more money,1
"Best disc golf app on the market Updated for Galaxy S5  Only thing I have issues with is the pedometer, but minor when everything else is amazing",1
,1
Love this app This app is one of the best learning apps there is,1
 It really has improved my son's reading skills,1
,1
Luv it My daughter anabia love this app,1
really wonderful app,1
,1
,1
,1
,1
"So much fun This game is extremely fun,and very addictive",1
Learning more wrestlers names Give me a chance to learn More wwe names Yes Yes Yes Yes,1
Best this is,1
Bluetooth multilayer Option to play through Bluetooth with friends would be great,1
nice and cool best panchantra in hindi app,1
really amazing,1
"I am a badass now At first i was being defeated by humans,  now even my phone beats me,  i paid for my phone and it keeps on humiliating me,  thankx i feel like a badass",1
A must for everyone who loves Jass Very nice game with a lot oft options and multiplayer game,1
 A must for everyone who loves Jass,1
"GOOD GAME FUN Really fun game  love it 5 stars or even 1,000333 Love this game 5 stars 333  Cool game",1
Hey guys Come play its like a puzzle plus rate it,1
Corruption I use custom ROMS and its annoying when my donation package corrupts when I restore it from titanium backup,1
" Great app, just annoying bug",1
,1
Coolest features in the worlld This be better with multiplayer racing and having a team and I wish it was like grand theft auto,1
"Helpful I'm learning to play the piano and bass guitar, and this is very helpful in memorizing the music",1
,1
Game Was hard,1
this app very important for me,1
 Because  i m allways bussy with work,1
 ,1
i did not have time  to go  hospital,1
,1
,1
i  thanks for app install persons,1
,1
,1
,1
"I love it, but Stupid ads sometimes interrupt the game",1
 But I still love it,1
Top 1 qatari app Amazing app Very useful and accurate,1
"Good game Very good game, addictive",1
 Some issues with the  missions often the clock resets itself and you can't play them even though several hours might have passed since last time played,1
Great App,1
 Simple and functional,1
 Just right,1
,1
Awesome It is sometimes challenging  but it is almost the best game I have ever played and the graphics  are  good  to,1
,1
Good for babies I have 14 months  sister and she likes this,1
Awesome I have farming simulator 2014 and now this one,1
Outstanding This is a great weather app,1
" Numerous widgets, great interface",1
 Very accurate couldn't ask for anything better,1
The best When i was on the play store i pressed install and then it was only 13,1
65 mb instead of 1,1
"Supporting the dev Thanks for the root access, the pro features are nice but this purchase was for the hard work on the free version",1
Smileys Something of everything in the smileys,1
,1
My 15 month old loves this app,1
 Keeps him very entertained ,1
" Great sounds, music and graphics",1
 lt3 we love it,1
Great game My younger sister loves it and we just got it,1
,1
,1
,1
Great Works with almost any camera,1
 Great features,1
,1
Great stuff Graphics a bit shoddy in an otherwise great game,1
,1
I loved it,1
 I think it's just as fun as the first,1
 Absolutely great games,1
" Keep it up Paradox, this is without a doubt one of my favorite game series",1
 Thank you so much for creating it,1
,1
Spelling for children My daughter is 4 and now she knows to spell ELEPHANT,1
,1
Loved it,1
Getting better with updates Slow hero and item leveling especially to 6 star,1
 Should make auto skill for boss raids,1
 But game continues to improve,1
,1
Pllice bus driver I love it very much,1
Relaxe's  my mind and  it is easy to play the piano ,1
We can record our own performance and we can  also enjoy listening to it ,1
,1
Great APP but I have one issue only and that is the quality of the album art pics it was good in the previous version but after I updated the app it changed somehow,1
Well worth the money A fantastic game and well worth splashing out your money on,1
 Great characters and a good plot,1
,1
"Great but Pls add some more cars, levels and free mode without exploding",1
"Best Great game, good job to you guys",1
"Tic tac toe free This game is awsome because its free and you can challenge your friends also, its adicting",1
Good game Brilliant game I play it for long time,1
"Amazing thing Loved the way it shows the stars, consolations, galaxies, planets etc",1
,1
,1
 Absolutely superrrb this is,1
Good original content Content is what matters most,1
 So good I can know these pro better,1
 Ui is clean,1
 Nicely done Puts surfline app into shame p,1
" 99cents Pretty good fame, just have to get used to the controls and super kills, etc",1
"Great App Love this app because it 1 just works, 2 is easy to use, and 3 it works with the map program",1
,1
It's ok It's a nice app,1
"Brilliant My favorite word game app, by far",1
" Good graphics and addictive play, worth twice the price",1
 Highly recommended,1
Samsung Galaxy Tab 3 Great Great Great I purchased all of THUP games,1
,1
,1
" something about that monkey, my  2 year old loves",1
"Neat Very coo, no complaints",1
 I stay tryna get three stars on everything before advancing lol its a whole lotta fun definitely a game worth getting,1
"Lee rylance Great app,i use this for everything that relies on the weather",1
,1
",   ",1
       ,1
           ,1
"  , ,   ",1
     ,1
,1
W00000000000 OMG THIS IS THE BEST GAME EVER,1
This application is very useful for all types of file transfers,1
  Thanks a million to the zapya team,1
 Hats off to you guys,1
,1
Navigationviswamithra Excellent way of the future app,1
Love it To me this is a really good app,1
 I have a new tab so I guess it went faster I don't know but I made almost every one that I know,1
 It's very fun and works,1
" I feel bad for the people who It didn't work for, it's a great app",1
"Great game You have fixed the coins 10outta10 I love this game cheers, if only plants vs zombies 2 was actually good",1
,1
,1
,1
,1
 the best by far,1
,1
,1
,1
 more updates on BC for projectiles be nice,1
 Some things lacking but overall a pretty good selection,1
,1
Nice one Great game to play,1
Very addictive games I love it,1
AWESOME app Very fun,1
Excellent Great game and well worth the purchase,1
 Looking forward to new content,1
 Like others have said it is a bit easy at times but excellent none the less cheers and keep up the great work,1
,1
Fantastic puzzler A unique approach to the classic puzzle strategy game,1
" The hitman theme makes it twice as awesome, and knowing the franchise helps to understand the mechanics better",1
" All in all, a flawless, beautiful game",1
,1
"Capitalism I'm the leader of my 25 member force, and the only thing I'd add to BB would be trading of basic resources within a force between members",1
 But otherwise good game,1
,1
Great game Awesome game Me and my friends play it all the time,1
Perfect App 100 Excelcior This app will fluently load the next comic in the same folder and will automatically bookmark itself when you exit the app or turn off device,1
,1
Love it Learn able,1
Works now thanks,1
"fixed plays beautifully on my nexus 6 3 Sonic CD is still not immersive fullscreen though, it could use its 2015 update",1
Nice app I like his app because we are aware of fake call and his we that the is good better best,1
Great app,1
 Is there any way to delete favorites  I had to uninstall ans reinstall to delete them,1
 Otherwise it's excellent,1
 Thanks chainfire Bought pro just because I've used it forever and these guys deserve support for their work,1
,1
Good stuff Still lacking a few options to code but its a fantastic piece of software,1
 Worth every penny,1
It's drums It's good,1
I love it although it was so fast well at least i got 54,1
801seconds and that is quick i Am so proud of my self yay Best app ever,1
Nice app It's jst great,1
,1
 try it,1
,1
,1
,1
 With auto recording you have your words on record all the time,1
,1
Old customer seeks new driver Any chance to add Winbook driver,1
 This brand also makes tablets and is sold by MicroCenter,1
,1
"Addictive little game, but very fun Love putting pictures of my friends on the characters",1
Stupid 2 hard and too lame,1
Amazing Ive played this game on ipod,1
 But this version is so awesome,1
  Great game,1
Rex Love the game and hate it,1
 Hate it because I have a bit of a problem stopping,1
 Have tried other brands but this one is the best,1
,1
AMAZING It's absolutely addicting,1
 Very difficult to stump,1
Solataire Awesome,1
Love it Very practical,1
 Although it would be perfect if the ads on the bottom were gone,1
" Sometimes when I have to hold the phone without looking because my focus is what is being lit, I sometimes push them and no longer get light",1
I  got  3  words  for  ya TOTALLY  AWESOME  APP If  you  ever  wanted  an up  close  and  personal  experience  with  your  favorite  wwe  superstars  videos  you  HAVE  to  get  this  app  it's  a  keeper  trust  me,1
Love it Hey guys are you looking for a great time,1
 Look no further than this one,1
Awesome Is realy fun and it is touchingdo it over and over again,1
 It is fun to play as Tails or Knuckles becaus you can find new wais of pasing the level,1
 I realy love it and I hili recomended to Sonic fans and beginers,1
 Keep the good work SEGA,1
Absolutely Perfect It works amazingly well for reading all the comics,1
,1
" though, I do wish it had MEGA cloud support, since that's where I store all of my comics",1
,1
,1
Mariah love Good i love to have a bream house,1
Electric Piano Really good,1
Excellent aplication Lots of detailed information about your workouts,1
 I recommend it to any one,1
 Simply the best application for mountain bike,1
 I have mine integrated with the cadence and speed sensoe and the runtastic heart rate monitor,1
,1
Love Magnificent work on all your apps,1
 This one definitely just as awesome,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
nchooo I love u boomerang,1
How to get hello kitty points How to get hearts,1
,1
,1
,1
 Best Pokemon clone I've ever played,1
" Extremely well done, great looking monsters to capture and lots to do",1
 Best game I've bought on the play store,1
,1
Big thank you for this wallpaper of Sexey Girls wallpaper thanks Big thank you all happy,1
Wonderful The graphics and trains are nice,1
Some of the trains are expensive but that doesn't matter to me,1
The horn and bell sounds are great,1
"Guys,please download this and enjoy it",1
Word Lv the brain games  Keeps the mind happy,1
Love it I posted,1
Baws The game is bawssdrops mic,1
Not bad I like that you dont have to pay for extra added stuff,1
,1
 pay only ,1
99cents to install,1
,1
Monster hexa is a great game keeps you thinking so for my age its great,1
Love this game Just exact like the TV show best game ever,1
One of the best animal apps around Brill,1
I love star wars so this was one of the best star wars mobil game there is,1
Bdog The game was asweome but they could of let you custumize the iron man when you had all the reward tokens and could of added more levels,1
loved it the game is very well built and it has lots of thing that you can do so you never be out of races,1
 best racing game,1
,1
It was great for my sister thanks Loved it,1
"Tons of fun This is game beautiful, well balanced and lots of fun",1
 It great for killing time and also for when your really bored,1
 It's an amazing game for fans of steven U and also newcomers,1
Awesome I love star wars so this is a really good Mobil game love it five stars,1
,1
,1
,1
 This game made me remember my childhood,1
Santa This app helped a lot to make my daughter quite,1
 When she was crying like anything,1
,1
Odds Please make it have last 3 times o n cherries and last 3 times on bells for bonus spins and also the option hold 1 line would be awesome,1
Awesome Really really nice game,1
,1
,1
,1
this game is just worth playing,1
,1
,1
,1
n I always knew that tab tales games r awesome but very less things r unlocked,1
,1
 Only that's a small problem,1
,1
 Otherwise this game is awweeesomee,1
The finest  escape game out there Was intrigued the whole time and really enjoyed the illustrations,1
,1
Nice attention to detail Great visuals and sounds for those who are into trains,1
" Developer has stayed with it, and continues to improve the app with new features",1
 Great for both adults and trainloving kids,1
Little game ,1
,1
,1
" Kills time, but not very fun after a while",1
clap it what a game i really satisfied by this game when i played  very good,1
,1
Dope sh itt Hellatight Took phone fighting games to a whole nuther level,1
 Seriously,1
,1
 If yaw aint feelin this game its cuz ur mor of a candycrush kinda guy,1
,1
,1
It is force take 5 stars,1
,1
" Graphics are so cool,,and the game driving me crazy",1
,1
"Perfect  Hit  This game has great graphics,  excellent missions,  it's the best sniper style game I have tried yet,  and I don't have to feel bad about killing people cause I'm the good guy eliminating criminals",1
Lets see if its any better,1
Been playing for years Played this on my Nokia many years ago,1
 Same great game but polished,1
 Love it,1
word Academy It really makes you think,1
 And if you are like me it will take you two hints to get it and when you do you get mad at yourself because you knew it the whole time,1
Easy taxi is best taxi in middle east,1
,1
 I order easy taxi for my family and it comes vary quickly,1
 awesome app works great for me,1
"Great again It was once so broken thst I can't play it anymore, but now it is updated to be functional again, great fun",1
,1
Good work I really like this game but can you guys at Disny make a real club penguin for mobile please,1
I really recommend this game I am a vet and children who want to be a vet when they grow up should play this It is very good practice,1
I liked this game a lot,1
 This game is challenge to me,1
 Tried  lot to overcome the levels,1
"  I gained the qualities such as self confidence, concentration, perseverance from this game",1
,1
,1
,1
,1
" Now, how about that DQ7 english release",1
Pretty awsome Works well,1
,1
,1
would be very cool if you could alter which ODB things were displayed,1
,1
Best game ever Really great developers who keep updating their game Just buy this game you won't have any regrets,1
A puzzle with a fabulous skin The progression of added opposition pieces is well executed and adds nicely to keep the puzzles from getting repetitive,1
,1
,1
,1
,1
" i can't go to stage 2 australian rally , after stage 1 everything blank",1
Excellent selection Wonderful app which is highly addictive,1
 Good interface and puzzle selection,1
 Would be nice if each puzzle had a difficulty rating though,1
,1
"Love this game, my favorite time waster",1
"  It helps me unwind before going to sleep every night, and relaxes me at lunch time at work too",1
,1
Best cam viewer No other software can match this in terms of features,1
,1
Good Absolutely brilliant,1
So cute And so funny,1
"Freaking amazing that this made its way to mobile devices HYPE  Now all we need is R2, and those elusive Fire Emblems and life will be gooooood 3",1
Great So awesome I use this to wake my brother up since he falls asleep a lot and it works I recommend this app,1
Does exactly what I need it to and doesn't require any permissions,1
 Perfect,1
,1
Loved it It is the best game you can do whatever you want,1
" And cook what you want and download it,s the best of the best trust me",1
Loved it This game is very nice,1
 I had played it all the time and so close to complete its all levels,1
 Sonic 2 was my childhood,1
 Controls like you would expect it will with a touch screen but after some adjustment is very playable,1
,1
 But loving my iTunes collection on my phone Great app,1
I love it I love it because it's a whole new adventure It's the best game ever and I could never hate it,1
This is truly an excellent forum app Very nice improvement over last version,1
 Great work,1
"Toy blast I,m having so much fun right now me and my brother thank you so muck",1
Samsung S5 So far it looks great,1
 Very close to the correct elevation at home,1
 Can't wait to use it on the road,1
 My device has barometric sensor so I am at a loss why I can't calibrate until it gets pressure data from nearest airport,1
Yowindow You have a great app it does good at letting you know what the weather is and you can hear it to I'm glad they fixed the pressure reading now all they have to do is notify severe weather alert,1
"Very Helpfull Although most if not all the information on this app is available on the internet, the ease of access and the fact that the info on the app is always upto date, makes this app a musthave for eso players",1
,1
My daughter loves it,1
Word game,1
"Awesome Great Works when you have no flash lights or are too lazy to get up to turn on the lightsgtlt   Seriously though, very practical thing to have",1
,1
Speed car Amazing love it good work ooo fantastic brilliant omg love it love it love it,1
Awesome way for my friends and I to compete with each other,1
,1
This was great I love these kinds of games,1
" It's a good thing they give you a map and tell where to go on it though, or you'd get lost in all the different areas",1
" If you liked The Room, you'll like this one",1
,1
"Love it This game is almost perfect, there are plenty of levels so you won't get bored easily and there is a good selection of tracks and cars",1
 I only have one criticism which is that tarmac seems to react in a weird way,1
,1
Buttjie What we have been waiting for as consumers ,1
 We are now empowered,1
I love it It made my friend really believe that the call and message was real,1
It makes me learn the song,1
Great game This is one of the best worms adaptations for Android,1
 Exceptionally active and responsive dev,1
 Now has internet multi player mode in Beta,1
 Lots of recent content updates like new mapsweapons thank you,1
 Definitely check this one out,1
Great apps Please advance the usage and features,1
,1
Nice This is the Facebook app that I longed for not the one with huge battery drain and data consuming,1
" But the scrolling for facebook lite, can make it a little bit more faster please",1
Great Great,1
Anice one Hahahahaaaaaaaa its nice i compair my Android to ascer laptop,1
"Cool game Very nice game, worth to buy",1
" It is very similar to 'where is my water', so if you like that game, you will like this one too",1
,1
"Perfect This application works perfect, if you travel a lot this is a must have",1
 Fast answer from the developer when had a problem,1
  Thanx dev,1
Enjoy the hard questions,1
 Plus learn new things,1
,1
Fantastic Emulator With Good Support,1
 Fantastic emulator that supports almost all games,1
 The makers also give excellent technical support if any is needed,1
,1
Most used app Also my favorite I don't know what I'd do without it,1
" Brilliantly made, though it can be a little confusing when first using it",1
 Perfect for people that love to customize and tweak widgets  more to their liking,1
,1
Sensational I can't even start to describe how wonderful this app is,1
" If love gazing at the stars and beyond as much as me, this is a MUST have",1
Love it Works perfectly on Galaxy S4,1
 Simple and fun,1
 Love the latest update,1
Big fan TY And the rest,1
Loved it Very entertaining,1
  Love all the color,1
 Subtle but visually appealing,1
,1
Very nice application,1
 Good for people who want there secrets remain hidden,1
,1
,1
,1
"Love this  app It's a great  game and fun to play and help with spelling so kids could play this and  learn  without realising it,  would recommend this game to everyone",1
love that it has multi player,1
,1
,1
,1
,1
,1
,1
"Clean, clear, smooth Graphics",1
,1
,1
,1
,1
 And the option to save to my SD card,1
Add the GREEN NINJA  It is a great game but you need the Green Ninja because Lloyd is never seen in anything very much except the show,1
,1
This is amazing I have never been more addicted to this game and it is the best racing game I have ever played,1
Pics quiz good for the brain Keeps you thinking it's not always the obvious,1
Brilliant program Grandchildren love it,1
 worth downloading,1
,1
Cool game333 I relly liked this game its easy,1
"Hours of frustrating fun, Some games I win straight away, others I play over and over until it is won",1
"BACK TO IT USED IT SOME TIME AGO,  MOVED ABOUT FROM ONE ANTIVIRUS SECURITY TO ANOTHER BUT HAD TO GO BACK TO THIS",1
,1
,1
,1
  JUST THE BEST,1
Not right Not right to  make people pay for what we think is a fun cool game and its all glichy and force closes fix asap,1
Great More levels,1
GTA 3 Preset bluetooth key mapping,1
 Yes 5 star all the way Playing this on a note 3 AND an android quad core android tv box,1
 We need GTA Liberty City Stories and Vice City Stories to make it a complete retro GTA,1
,1
Dumb ways to die 2 It's fun like it feel happy about the game,1
"My prayers answered Just yesterday I was browsing the website, wishing that my beloved Galaxy Note 4 had the time lapse feature that my old iPad had, so long ago",1
,1
,1
"  Alas, today I open the app, and what do you know  TIME LAPSE  Thank you, Autodesk",1
Works fine again,1
"Love it Very fun, very simple, very easy to learn how to play",1
 Been playing with this for years now great for times when you're just sitting around waiting I,1
 Airport,1
 Love how easy it is to get into it,1
,1
Awesome Can u make a character creator been able to put anything to the character like wing tails and stuff,1
Kailash lalwani I loved it a 100,1
"Not bad The only problem I have is that after downloading a manga, there would be a few pages and sometimes chapters missing",1
 But other than that its ok,1
,1
I tried to play Solitaire on a different app before I knew about this one,1
" The other one had so many glitches, then I found this beautiful creation",1
 Perfect every game,1
Sony xperia z3 compact It is really good app because the guys is showing you how to draw manga and also anything you want to learn how to draw the manga in the beat way,1
,1
Awesome I used it for the first time and got a reply to what I asked,1
,1
"Excellent, well worth it Was recommended this game by a friend who has the board game equivalent, really fun and easy to pick up, and find myself replaying it more than most games I download",1
 Would definitely recommend this to others,1
Alsome One of the best games I have played but take the ads off,1
"Cool Has built in browser, shows info about products",1
" It's already more than I expected I don't know why one would look further just grab this app and don't waste your time looking at other scanners, they are all the same",1
"If your going to update, do it right",1
 Was working great til your most recent update,1
" Now in the middle of a game, the sound stops",1
  WHAT THE HELL  FIX THIS NOW AND ILL GIVE IT 5 STARS,1
"  LOVE THE GAME,ITS FUN BUT GET IT RIGHT",1
,1
,1
,1
Its nice I just have a few questions I just got this game today and I don't know how to expand my pack and how do you mark your territory and how do you breed please help me,1
I simply love this dev's work I have most of the icon themes that they have brought to life  This is one of their best yet,1
"  Thanks,  keep up the great work",1
Ages 47 Nice game,1
this game is so awesome yesterday i got the game and it was free,1
 when did that start,1
,1
Simple to use Used this for my ipcam,1
,1
This game is fun,1
 I love to fish and this is a decent game,1
,1
Brilliant Amazing game keeps you interested by playing both sides n adding new units n having to change your team about every now n then,1
,1
,1
 Great to play while waiting for,1
,1
,1
,1
,1
I am updating to five stars because I do get enjoyment playing it,1
,1
I love this game Except one problem,1
,1
,1
" The thing is, how do you get points Its hard to get points if you don't know how",1
,1
Problem with level 123 The game is amazing but the level 123 glitches out and fails on its own,1
 Please fix it,1
Very very enjoyable game to play in free time,1
,1
,1
Great app,1
Lots of fun,1
very nice Very nice game i have ever played,1
but some are not unlocked,1
,1
"OhMyGod Oh My God I'm such a super huge and crazy fan of this channel, its has the best shows ever Warner Bros",1
" and Hanna Barbera are the best productions in the world, besides Disney and DreamWorks though",1
Working fine with updated version on nexus 6 Post update game is working fine,1
,1
,1
Perfect for Poolees and New Marines,1
O I love this game ,1
 Every time my battery dies I go on my friend tablet and play it,1
"Very disappointed Banned Allcast Thanks to the last chromecast update its impossible to watch your own videos, I can't share videos of my own kids on chromecast",1
 My TV already has Netflix and youtube,1
 I'm extremely disappointed,1
Amazing I love that you can put those fake errors and then just slide the close to continue,1
 That's really smart,1
 Really good work,1
 U should be proud,1
,1
Great lighting I've used it in many emergencies great work keep it up,1
FM   7,1
Please Listen to me I Really love this game but I really would like it if you added more levels to the free version I already beat it just I want more levels and maybe an very hard one added to the free version,1
 Please listen to my requests,1
,1
Love it So happy that it's on android now,1
 My wife has had it for a while on iPhone,1
 Now that we have two kids it's nice having it on both phones,1
 It's also wonderful at teaching,1
 My son barely speeks but he can sure say his animal names,1
Vicinity map location Yes they can help to find you,1
I love it Because it is going to help me when i am older,1
This game is a hoot Full of surprises and a lot of fun,1
Just buy it already Beautiful from start to finish,1
 Bought the DLC the second I was done the main game I wish there was more,1
It's good You have to tap the little banner at the top and scan your finger,1
 Does what it says,1
Aden Carroll I love this game so much and Ethan also loves this game so much too,1
,1
 Thanks dev for the repairs,1
,1
Excellent product for the price works well with My HTC One m8 using elm 327 Interface,1
Quite good Quite good but but thireteen is beeter,1
Great app Thanks so much whoever made it,1
Should be able to choose a pose for the created robot and see all the moves of each robot,1
,1
Yachty Played this on another phone and i love it,1
 I can rate it without playing again,1
I live it very funny for all,1
Loads of fun Simple rules yet complex interactions make a super hero game great fun and replay quality,1
This game is EPIC It is the first time I have played this game in my entire life,1
 I just played the game so it is like an adventure in my mind,1
,1
"Jeopardy Love the show, the game is good as well",1
"Keeps me busy and is addictive I haven't noticed any bugs, it runs smoothly, and has many levels of difficulty to make the game more interesting",1
 I have a very busy life and this game is very relaxing,1
" Long story short, I love it",1
,1
"Simple game I luv this simple and exciting game,it is very good to spend a time,it has a  simple graphic,so i can also play in simple phone in a very smooth condition",1
,1
,1
plz fix it and also increase the graphics like fans cheering after goal good mobile,1
,1
,1
but its to create a real apperance of players,1
Amazing I love playing  solitare since my younger days,1
,1
those were the days I was really addicted to play this game,1
That new update looks cool but it would let me upgrade to,1
 Did it get a 2015 update yet at all should have one and 50 more level add on too,1
Favorite I only have 2 games in my tab,1
 Worms 2 and pvz 2,1
 This is my favorite game in android asside from pvz2,1
 Thank you team 17 for making this one,1
 And i dont encounter any problems and issues,1
,1
Awesome Nice game for a 3 year old that loves puzzles,1
Marine Traffic It gives me an uptodate position description even as far away as the Pacific,1
Love it This is a great game and the other times I just put I loved it,1
Wonderful App It a great app and I really love it,1
"Simple and kawaii, first time I played I got thirty, but now I can't get past thirty",1
"Galaxy S 5 When I first bought the game , it crashed and never opened",1
 Bout a month later I re downloaded it and it worked,1
 I love it Overall this game is really fun and good to kill time,1
 Worth the money,1
Great game Love the game,1
" The battles, the environments, and the magicgem system",1
" The main protagonist and girl are a bit bland, but otherwise I really like the game so far",1
 Well worth the price,1
go go Thomas I love this game so much who ever made this thank you for making it,1
Epic Very cool,1
Lovin it This app helps alot ,1
,1
,1
 it isn't just anime there are alot more tutorials,1
,1
I love it So cool you get married and it is so beautiful,1
Great game Good time killer,1
 I gotta say level 9 for the bus was the hardest,1
" Yes, that turn is possible so don't give up  haha and 10 was cool how u can glitch under the map",1
,1
Works very well with excellent support,1
Great time passer Love the game I am glad I paid for the ads to be removed Now I can really enjoy playing,1
Grinders game Please have bluetooth multiplayer so no loss of more money please please for more information you can send it to me through my email,1
"Very Realistic, and challenging Very nice graphics",1
 Variety of options to play,1
 Realistic to real game,1
 Love the realistic ball sound and the cheering when I win,1
lt3 I loved free version so much I bought premium,1
One of the best puzzle experiences on Android,1
" The art, music, environment, and mechanics are great The puzzles are not too hard, but some took some time for me",1
" I screen casted this to my TV and played with my wife, it was a blast",1
,1
"Very fun Great shoot em up, the graphics look nice and the controls are good definitely worth the money",1
Great but,1
,1
,1
 Why don't you put the update on the installing part instead of two different parts,1
Love this game,1
Baby vaction This game is brilliant but I wish everything was unlocked and free,1
Love it Works very well,1
,1
I love this app because my little sis loves to draw and I would love for her to be smart like me I have all A's everyone should buy this app,1
Really very nice,1
 Useful for my kid I want like this creative,1
Good but need more videos,1
It really works like omg my daughter was very hyper a,1
d I turned this on and that was it that knocked her out,1
tbh only doing this to see if I get the 200 stars I was promised hahah,1
 good game though,1
GREAT GAME Good game people who hate it u must have so many games it does not respond this game works great I only have a few games so delete your games if it won't respond do bye I will do more comments on more games bye,1
"Finally Now all they need is stick man baseball and online play, and I can die happy",1
I love it I have it on my tablet,1
,1
,1
,1
"Loved the app Please consult school or curriculum developers and plz correct the phonics because we don't use ABCs any more, other than that I love everything you do its interactive with the child and attention grabbing",1
,1
"Great fun with this app, I am 53 yrs old and I still love to collect HotWheals",1
" This App puts it at my fingertips You are, never to old to drive the kid out of you",1
,1
Thanks 4 adding Broadlands this app is 5 star so gud thank u,1
"Dubstep fandom overload This app is awesome Not only that this helps us fans make dubstep , but it also makes inspiration to actual makers too",1
Worth every penny,1
" Wasn't sure about buying this, glad I did",1
 I've found it to be fun and helpful,1
 Played blackjack all my life and was surprised what it taught me,1
"Great app I figured out how to edit the descriptions, 5 stars",1
"AWESOME I LUV this thing Well, it's way better on the Internet, but still I also really did a good job on my reading test, too",1
"GREAT I,v been looking for this",1
"I was only looking for hydro thunder Loved hydro thunder, I play it on the 360 all the time, found this for a reasonable price, and I love it",1
" Great game Vector Unit, keep up the good work",1
It is too good,1
 It is a nice way to educate the kids,1
 My 4 years old son liked it very much,1
,1
Toca Pet Doctor Perfect game for ages 37 ish,1
" My daughter just turned 5 and loves it All toca games are good quality, and worth paying for 65 stars  Thanks for making such a great game for kids",1
,1
Please improve file listings Needs improved file listing as too difficult to determine which file you are choosing to cast,1
 Having file info would make this app perfect please add,1
 Update now has file info when navigating videos,1
Lol Love it because now nobody can snoop through my phone,1
"A minor problem Love the clear, simple style",1
 BUT could we please have a 'new game' button when there are no possible moves It only appears when the game has been won,1
,1
Pics Quiz is a blast Love the game  how it challenges my old brain Awesome,1
Awesome but What is a back flip angle 720 Not a clue what that is,1
Coolest It is the coolest thing ever,1
"Brilliant Really like these, great colors and cool design",1
Works Works on my 2014 LG 40UB8000  Note 4,1
"love it on PC, looking great on android",1
"Surf WILD WALLET in Play Market  Get GREAT GIFTS for this game Guys, I recommend this awesome app to everyone Install WILD WALLET NOW and PM me for getting premium invitation number",1
ONE OF THE BEST DRUM KITS I HAVE PLAYED AND I PLAY IN A ACCLAIMED BAND SO I KNOW WHAT I AM TALKING ABOUT,1
The perfect app to keep track of what's going on at the iRacing forums when you're not around a pc,1
" Already liked the old version a lot, but this new version is so much better and I love it",1
 Definitely worth the purchase,1
,1
Alot of people  agreed  with me PLEASE TAKE THE TIME LIMIT OFF ITS BUGGING EVERYONE  PLS  AND PLS MAKE A JASON VOORHEES  SKIN  IF U WANT TO PLS  BUT IT WOULD BE NICE TO HAVE 1 BUT PLS TAKE THE TIME OFF PLSSSS,1
"Love this game I love thus game, I don't usually but games but this is the exception , although it's like impossible to hit 3 keys at once",1
Hey guys Guy download and play the game its nice,1
It really works Now no one can touch my phone unless I tell them to,1
,1
,1
,1
 Man I love this app,1
"Add gold guns in the ww2, vol 1, and vol 2 I love gold guns so mabye in the next update for all of them can you guys put like one or two gold guns for all the weaphones",1
Love this app,1
Good game but This is a good game but when you get to the end of d2 it is impossible Idk how many times I've truest and failed it is too much,1
Sterlork pro Simply amazing any thing you need to hit that 1000 yard mark is in this ballistic program,1
,1
Guilty I have a lot of time into this 2nd round of The Room,1
" But I have to admit, I've gotten stuck a couple of times",1
    Thanks to the devs Can't wait for 3,1
,1
Great ,1
,1
my  five yr old son loves to play ,1
,1
and secretly me too,1
  Simpler version of Puerto Rico,1
"Great I love it, it's perfect",1
What if This is a great game for all ages,1
Great Used at my wedding and replaced the standard player in my LG g3 with it,1
" Works great with Bluetooth in my car and the customization with the sound is fantastic, conning from someone who is NOT a dj the preset sound setting are great",1
This app Is so cool I love it,1
Awesome Luv all these pokie machines from pokie magic,1
 Have nearly all of then now,1
 Great entertainment,1
 Only wish the real ones would pay so well,1
 I'd b a billionaire from all of them,1
,1
Great game A delightful way to waste some time,1
 Responsive and smooth,1
,1
I love it its just that why do we have to try to unlock the other things I don't get it,1
Love this game,1
Ned is to beast In this games one of the guys is called Ned he is to beast you can never beat him in this game,1
its just hilarious,1
 i love this game so much its like the game is called make your own news with talking tom and talking ben so you can watch them and have a laugh,1
 i made a video when they fought each other,1
 IT WAS HILARIOUS,1
My bad  wrong game lol I love this game  lol everything about it is perfect  now if you'll excuse me I got another game to complain  about  lol,1
City Helicopter game 3D Awesome I love it but I'm stuck on one,1
Love this game Never had any problems with this game,1
 Only request I would make is to add more lakestournaments,1
 Already beaten all the existing ones,1
,1
Works for anyone Not going to lie I use these lullabies for myself instead of those offered in the sleep as android app and would love to see them Integrated,1
,1
"Dumb fun It takes a few tries to figure out what's going on, but after that it's silly fun",1
